element_id	page_no	position_in_page	self_ref	text50	label
f1c2103a85	1	123	#/texts/122	from arxiv_curator.config import ProjectConfig	code
529bc61df5	1	124	#/texts/123		code
b4817b6872	1	125	#/texts/124	cfg = ProjectConfig . from_yaml ( \"../project_conf	code
c179f53766	1	126	#/texts/125		code
d816ef76f1	1	127	#/texts/126	model_name = f \" { cfg . catalog } . { cfg . schem	code
c8ce546858	1	128	#/texts/127		code
ee7bf2f45e	1	129	#/texts/128	endpoint_name = \"arxiv-agent-endpoint\"	code
a2e8c181be	1	130	#/texts/129		code
4884ce7cc6	1	131	#/texts/130	secret_scope = \"arxiv-agent-scope\"	code
42ea071c54	1	132	#/texts/131		code
ff6c3b04ff	1	133	#/texts/132	model_version = MlflowClient () . get_model_versio	code
2252da62b5	1	134	#/texts/133		code
45a8a84e57	1	135	#/texts/134	workspace = WorkspaceClient ()	code
745b7fd49b	1	136	#/texts/135		code
0991a70412	1	137	#/texts/136	experiment = MlflowClient () . get_experiment_by_n	code
2698438547	1	138	#/texts/137		code
1751ca0870	1	139	#/texts/138	git_sha = \"local\"	code
166f137d96	1	140	#/texts/139		code
eb52c4ec8f	1	141	#/texts/140	agents . deploy ( model_name = model_name , model_	code
ff821294b9	1	142	#/texts/141		code
541963de4b	1	143	#/texts/142	)	code
07be0f6642	1	144	#/texts/143	You may notice that we've provided a Databricks cl	text
a29a5ba3ed	1	145	#/texts/144	Let's walk through how to set this up step by step	text
425714d09e	1	146	#/texts/145	chapter9_1.create_spn.py	text
1caf1234fa	1	147	#/texts/146	notebook.	text
1de8f8bd8e	1	148	#/texts/147	Setting up service principal authentication	section_header
1f0d0edc5e	1	149	#/texts/148	Before we can proceed, we need to create a Databri	text
1d42e7baa2	1	150	#/texts/149	from databricks.sdk import WorkspaceClient	code
c4918d09b9	1	151	#/texts/150		code
df421ea0f0	1	152	#/texts/151	from requests.auth import HTTPBasicAuth	code
061df2dd10	1	153	#/texts/152		code
25a6e7551e	1	154	#/texts/153	w = WorkspaceClient ()	code
7a48e9fffe	1	155	#/texts/154		code
e1aa70a370	1	156	#/texts/155	client_id = \"your client id\"	code
00a7cd03a9	1	157	#/texts/156		code
dc0bff6738	1	158	#/texts/157	client_secret = \"your client secret\"	code
d7e1f96fa4	1	159	#/texts/158		code
2aa02354b4	1	160	#/texts/159	account_id = \"your account id\"	code
26773cab62	1	161	#/texts/160		code
bfb55133bf	1	162	#/texts/161	w . secrets . create_scope ( scope = \"admin\" )	code
6e415c25ec	1	163	#/texts/162		code
3338f1a897	1	164	#/texts/163	w . secrets . put_secret ( scope = \"admin\" , key =	code
a9676aab35	1	165	#/texts/164		code
fa4abb1903	1	166	#/texts/165	w . secrets . put_secret ( scope = \"admin\" , key =	code
adda821278	1	167	#/texts/166		code
2ef67f86bf	1	168	#/texts/167	w . secrets . put_secret ( scope = \"admin\" , key =	code
c548f00a05	1	169	#/texts/168	Let's generate an account-level token:	text
29a31925dd	1	170	#/texts/169	import requests	code
37dd6f9758	1	171	#/texts/170		code
6d9af313e2	1	172	#/texts/171	from requests.auth import HTTPBasicAuth	code
52cd989a4b	1	173	#/texts/172		code
e002920fbe	1	174	#/texts/173	admin_client_id = dbutils . secrets . get ( \"admin	code
737fc20083	1	175	#/texts/174		code
5cf4c849eb	1	176	#/texts/175	admin_client_secret = dbutils . secrets . get ( \"a	code
46065a8a2b	1	177	#/texts/176		code
f091ca9b0b	1	178	#/texts/177	account_id = dbutils . secrets . get ( \"admin\" , \"	code
d6a8328f09	1	179	#/texts/178		code
4c8e02dadb	1	180	#/texts/179	account_host = \"https://accounts.cloud.databricks.	code
9228eca43f	1	181	#/texts/180		code
025d6793e2	1	182	#/texts/181	token = requests . post ( f \" { account_host } /oi	code
fc7a2e2f78	1	183	#/texts/182		code
e6d78be455	1	184	#/texts/183	) . json ()[ \"access_token\" ]	code
61184ca1cb	1	185	#/texts/184	We can now create an OAuth secret for the service 	text
a7c9b19797	1	186	#/texts/185	sp = w . service_principals . create ( display_nam	code
40cbc0f298	1	187	#/texts/186		code
4e397a84fc	1	188	#/texts/187	secret_resp = requests . post ( f \" { account_host	code
76d8dc92f4	1	189	#/texts/188		code
295dc309c0	1	190	#/texts/189	{ sp . id } /credentials/secrets\" , headers = { \"A	code
497bbad21f	1	191	#/texts/190		code
ac428b8d28	1	192	#/texts/191	)	code
de0668c761	1	193	#/texts/192		code
3bc70fc46f	1	194	#/texts/193	secret_resp . raise_for_status ()	code
772c0f1afe	1	195	#/texts/194		code
6a7d34dcf1	1	196	#/texts/195	client_id = sp . application_id	code
96fa2fd25d	1	197	#/texts/196		code
7c543ac289	1	198	#/texts/197	client_secret = secret_resp . json ()[ \"secret\" ]	code
9666dc8105	1	199	#/texts/198	We can now store the secrets in the secret scope:	text
bd9b410b7a	1	200	#/texts/199	scope_name = \"arxiv-agent-scope\"	code
a7c0e00af1	1	201	#/texts/200		code
27ae02b551	1	202	#/texts/201	try : w . secrets . create_scope ( scope = scope_n	code
34b8830433	1	203	#/texts/202		code
7b5eca39b2	1	204	#/texts/203	except Exception : pass # scope already exists	code
37593ad70e	1	205	#/texts/204		code
484e9ce4c0	1	206	#/texts/205	w . secrets . put_secret ( scope = scope_name , ke	code
0c90d85ab1	1	207	#/texts/206		code
c4684c9717	1	208	#/texts/207	w . secrets . put_secret ( scope = scope_name , ke	code
dd8b429f34	1	209	#/texts/208	We must also add the service principal to the Lake	text
7aaa93614f	1	210	#/texts/209	from databricks.sdk.service.postgres import ( Post	code
4d25003ef3	1	211	#/texts/210		code
59fbbcd31c	1	212	#/texts/211	)	code
a556ace521	1	213	#/texts/212		code
acffd69f43	1	214	#/texts/213	import psycopg	code
7f6ff34715	1	215	#/texts/214		code
ed448c709a	1	216	#/texts/215	project_id = \"arxiv-agent-lakebase\"	code
f1181e0480	1	217	#/texts/216		code
a8b6a26f6b	1	218	#/texts/217	w = WorkspaceClient ()	code
b4170c0be5	1	219	#/texts/218		code
3f9fc7813e	1	220	#/texts/219	pg_api = PostgresAPI ( w . api_client )	code
307ade16f4	1	221	#/texts/220		code
eda94f3ba7	1	222	#/texts/221	project = pg_api . get_project ( name = f \"project	code
919eda3b73	1	223	#/texts/222		code
03882031c2	1	224	#/texts/223	default_branch = next ( iter ( pg_api . list_branc	code
8dce15d272	1	225	#/texts/224		code
009ec68b5a	1	226	#/texts/225	branch_parent = default_branch . name	code
8a753df241	1	227	#/texts/226		code
be18900f6e	1	228	#/texts/227	pg_api . create_role ( parent = branch_parent , ro	code
b47958e277	1	229	#/texts/228		code
8e5ba954dd	1	230	#/texts/229	) . wait ()	code
a16c53bdb8	1	231	#/texts/230	Finally, we need to assign Postgres permissions to	text
09dc1d418c	1	232	#/texts/231	endpoint = next ( iter ( pg_api . list_endpoints (	code
c415b5c393	1	233	#/texts/232		code
63f1b5b2eb	1	234	#/texts/233	host = endpoint . status . hosts . host	code
bccf6426f0	1	235	#/texts/234		code
34361f7ded	1	236	#/texts/235	pg_credential = pg_api . generate_database_credent	code
cc1d44e663	1	237	#/texts/236		code
ab8662c3ef	1	238	#/texts/237	user = w . current_user . me ()	code
d3600b6495	1	239	#/texts/238		code
e41b4dc75a	1	240	#/texts/239	username = urllib . parse . quote_plus ( user . us	code
ed91efb918	1	241	#/texts/240		code
bc13d49024	1	242	#/texts/241	conn_string = ( f \"postgresql:// { username } : { 	code
a2fd09d101	1	243	#/texts/242		code
755492d2a2	1	244	#/texts/243	)	code
c00b7e2e4c	1	245	#/texts/244		code
aabc85d46b	1	246	#/texts/245	with psycopg . connect ( conn_string ) as conn : c	code
3987a0ec61	1	247	#/texts/246		code
ea113c63d0	1	248	#/texts/247	GRANT USAGE ON SCHEMA public TO \" { client_id } \";	code
929dc737c5	1	249	#/texts/248		code
ebede801bb	1	250	#/texts/249	\"\"\" ) conn . execute ( f \"\"\"	code
73e9c4b872	1	251	#/texts/250		code
07465cf42d	1	252	#/texts/251	GRANT SELECT, INSERT, UPDATE, DELETE ON TABLE sess	code
d797803d77	1	253	#/texts/252		code
235e05875e	1	254	#/texts/253	\"\"\" ) conn . execute ( f \"\"\"	code
6f2ef38a9b	1	255	#/texts/254		code
11f5b7947f	1	256	#/texts/255	GRANT USAGE, SELECT ON SEQUENCE session_messages_i	code
173a430a8c	1	257	#/texts/256		code
05cdb63f83	1	258	#/texts/257	\"\"\" )	code
78b1881157	1	259	#/texts/258	Now that we've figured out the authentication, we 	text
3e47424050	1	260	#/texts/259	Chapter 4	text
f146a5fea2	1	261	#/texts/260	, we cannot invoke this endpoint in the same way. 	text
3c502a8f7b	1	262	#/texts/261	Chapter 4	text
c25ddaedc0	1	263	#/texts/262	.	text
cea6944478	1	264	#/texts/263	Authentication considerations	section_header
eada1b5415	1	265	#/texts/264	When using service principal credentials, the reas	text
971f433e71	1	266	#/texts/265	mlflow.models.resources	code
ed0ed67820	1	267	#/texts/266	during model (or agent) logging.	text
d5125aefc3	1	268	#/texts/267	MLflow resources support an	text
688e369dfa	1	269	#/texts/268	on-behalf-of-user	text
91f257d0b5	1	270	#/texts/269	authentication mode. For example, a Databricks ser	text
d8e4c32ebe	1	271	#/texts/270	DatabricksServingEndpoint ( endpoint_name = cfg . 	code
796194c9ad	1	272	#/texts/271	In earlier examples, we did not enable this option	text
51e65322b3	1	273	#/texts/272	Enabling on-behalf-of-user mode changes this behav	text
ff66b2236a	1	274	#/texts/273	calling user	text
d1e21d14c2	1	275	#/texts/274	. This provides us with several important advantag	text
ae742945a1	1	276	#/texts/275	Fine-grained access control	list_item
1a29b090f6	1	277	#/texts/276	Each user can only access data and resources they 	list_item
d3bca63141	1	278	#/texts/277	Improved security posture	list_item
f151891028	1	279	#/texts/278	It prevents over-permissioned service principals f	list_item
44a9d8b2c8	1	280	#/texts/279	Better auditability	list_item
b1a15f3760	1	281	#/texts/280	We can trace action back to individual users, rath	list_item
449637a964	1	282	#/texts/281	Multi-user application support	list_item
e59f74c27a	1	283	#/texts/282	This is especially important for shared apps (for 	list_item
fe84c78f36	1	284	#/texts/283	In practice, this mode is particularly useful in e	text
de610785ef	1	285	#/texts/284	In contrast, relying on the model owner's identity	text
a0da2d247b	1	286	#/texts/285	Calling the Model Serving endpoint	section_header
13402356a3	1	287	#/texts/286	Since we've logged the agent by using	text
08f1513b0b	1	288	#/texts/287	mlflow.pyfunc.ResponsesAgent	code
609ff2f339	1	289	#/texts/288	and it's compatible with the OpenAI Responses API,	text
05608ec162	1	290	#/texts/289	chapter9_3.call_agent.py	text
b34e0aef1b	1	291	#/texts/290	notebook, we can generate our own session and requ	text
584a9cd3c6	1	292	#/texts/291	import random	code
804cee7d06	1	293	#/texts/292		code
7214308da9	1	294	#/texts/293	from datetime import datetime	code
10152978ea	1	295	#/texts/294		code
d57387b900	1	296	#/texts/295	from databricks.sdk import WorkspaceClient	code
f275e52f58	1	297	#/texts/296		code
52bebc57dd	1	298	#/texts/297	from openai import OpenAI	code
8baea64fa1	1	299	#/texts/298		code
3d74da050f	1	300	#/texts/299	workspace = WorkspaceClient ()	code
a55b8dd5a0	1	301	#/texts/300		code
7d035fc653	1	302	#/texts/301	host = workspace . config . host	code
a03c178d7c	1	303	#/texts/302		code
758a81d0f4	1	304	#/texts/303	token = workspace . tokens . create ( lifetime_sec	code
f430db7ab1	1	305	#/texts/304		code
9f1c33cdf1	1	306	#/texts/305	endpoint_name = \"arxiv-agent-endpoint\"	code
6cd54fd3a0	1	307	#/texts/306		code
80960b9696	1	308	#/texts/307	client = OpenAI ( api_key = token , base_url = f \"	code
f5bd6776ae	1	309	#/texts/308		code
0ce189f078	1	310	#/texts/309	)	code
f4400a8507	1	311	#/texts/310		code
d84b56cecc	1	312	#/texts/311	timestamp = datetime . now () . strftime ( \" %Y%m%	code
473c3d2f8e	1	313	#/texts/312		code
4eec08a615	1	314	#/texts/313	session_id = f \"s- { timestamp } - { random . rand	code
76730bf5e3	1	315	#/texts/314		code
b383a5618f	1	316	#/texts/315	request_id = f \"req- { timestamp } - { random . ra	code
a460d3f351	1	317	#/texts/316		code
1c566ded1b	1	318	#/texts/317	response = client . responses . create ( model = e	code
67869b5390	1	319	#/texts/318		code
4a7d37f634	1	320	#/texts/319	)	code
52890a3021	1	321	#/texts/320	So far, we've walked through a series of notebooks	text
3896ad4c9a	1	322	#/texts/321	However, as we established in the MLOps-focused ch	text
a928ff20d5	1	323	#/texts/322	Deployment Jobs	section_header
66b6d07e48	1	324	#/texts/323	Earlier in this chapter, we discussed several core	text
8dbeca8d9a	1	325	#/texts/324	Chapter 5	text
9b3bb302ff	1	326	#/texts/325	, DABs provide the robust framework we need to man	text
9406897ee1	1	327	#/texts/326	In this chapter, we'll cover the following Lakeflo	text
05651e6cb6	1	328	#/texts/327	The data preprocessing pipeline	list_item
3becf9d839	1	329	#/texts/328	This pipeline runs on a schedule to process newly 	list_item
fdae2e2796	1	330	#/texts/329	The deployment pipeline	list_item
b9c3f0d39d	1	331	#/texts/330	This pipeline runs on demand and is responsible fo	list_item
22ca6b9319	1	332	#/texts/331	The monitoring pipeline	list_item
69ac788dde	1	333	#/texts/332	This pipeline fetches MLflow traces, runs evaluati	list_item
ef60a3201c	1	334	#/texts/333	Beyond the pipelines, we must also deploy the moni	text
6054ae463b	1	335	#/texts/334	Let's now examine each of these Lakeflow jobs one 	text
7edfbfcc6d	1	336	#/texts/335	Data preprocessing job	section_header
6e4ded2328	1	337	#/texts/336	So far, we have defined the end-to-end process for	text
f33629fcdb	1	338	#/texts/337	daily schedule	text
238b09bcd5	1	339	#/texts/338	.	text
764ec9f8e0	1	340	#/texts/339	Although Lakeflow Jobs are not new to us, there ar	text
24e895a01e	1	341	#/texts/340	That said, Databricks continues to invest heavily 	text
f06ffe2767	1	342	#/texts/341	Another difference is that instead of defining a	text
819fa3606b	1	343	#/texts/342	spark_python_task	code
d8f2f9bed2	1	344	#/texts/343	, we are using a notebook task. We do this partly 	text
259756f229	1	345	#/texts/344	The data preprocessing job is defined under	text
abe56ba66b	1	346	#/texts/345	resources/process_data.yml	text
5bfa45f476	1	347	#/texts/346	. Here, we set the schedule, specify serverless en	text
da424900fa	1	348	#/texts/347	process_data.py	text
32e36afa00	1	349	#/texts/348	notebook under the	text
c10ec21006	1	350	#/texts/349	deployment_notebooks	text
7e327935ed	1	351	#/texts/350	folder:	text
609fbeaf26	1	352	#/texts/351	resources : jobs : data - pipeline : name : arxiv 	code
6fda91004c	1	353	#/texts/352	The	text
73e42a430e	1	354	#/texts/353	process_data.py	text
924b23d4c7	1	355	#/texts/354	notebook contains the same code we walked through 	text
701af2e065	1	356	#/texts/355	DataProcessor	code
763588036c	1	357	#/texts/356	class is defined in the	text
4ba59869ad	1	358	#/texts/357	data_processor	code
14c97e9608	1	359	#/texts/358	module, while the	text
0e2968f492	1	360	#/texts/359	VectorSearchManager	code
af410c004f	1	361	#/texts/360	class lives in the	text
64d2cec2d6	1	362	#/texts/361	vector_search	code
5aff4d9edd	1	363	#/texts/362	module:	text
02bd4ad8bf	1	364	#/texts/363	import yaml	code
a929fc823e	1	365	#/texts/364		code
2e11c94301	1	366	#/texts/365	from loguru import logger	code
91f18868b9	1	367	#/texts/366		code
3232863f6a	1	368	#/texts/367	from pyspark.sql import SparkSession	code
3359beab94	1	369	#/texts/368		code
3ff2903924	1	370	#/texts/369	from arxiv_curator.config import ProjectConfig	code
47a9eb71cb	1	371	#/texts/370		code
3221b3b498	1	372	#/texts/371	from arxiv_curator.data_processor import DataProce	code
615da33e46	1	373	#/texts/372		code
f6d5931def	1	374	#/texts/373	from arxiv_curator.utils.common import get_widget	code
2e2871649f	1	375	#/texts/374		code
3142f7ca0c	1	376	#/texts/375	from arxiv_curator.vector_search import VectorSear	code
38b0429676	1	377	#/texts/376		code
29c172dfc4	1	378	#/texts/377	env = get_widget ( \"env\" , \"dev\" )	code
cde383f273	1	379	#/texts/378		code
5a8d854b8b	1	380	#/texts/379	project_config = ProjectConfig . from_yaml ( \"../.	code
dbfd0812df	1	381	#/texts/380		code
b35d5ba180	1	382	#/texts/381	logger . info ( \"Configuration loaded:\" )	code
7f9100dcf0	1	383	#/texts/382		code
6dc497e57a	1	384	#/texts/383	logger . info ( yaml . dump ( project_config , def	code
7abf0abb16	1	385	#/texts/384		code
9c5cea5b96	1	386	#/texts/385	spark = SparkSession . builder . getOrCreate ()	code
0ed403c8e3	1	387	#/texts/386		code
42e74e8bd7	1	388	#/texts/387	# Process data	code
67e7152651	1	389	#/texts/388		code
49b7ae31cf	1	390	#/texts/389	data_processor = DataProcessor ( config = project_	code
21bd57902d	1	391	#/texts/390		code
5aa8f1f759	1	392	#/texts/391	records = data_processor . download_and_store_pape	code
e89d1954af	1	393	#/texts/392		code
e44fe22851	1	394	#/texts/393	if records is None : logger . info ( \"No new paper	code
4a756c14ff	1	395	#/texts/394		code
454261314a	1	396	#/texts/395	else : data_processor . parse_pdfs_with_ai () logg	code
0bfb4af3b6	1	397	#/texts/396		code
900783f317	1	398	#/texts/397	# Sync vector search index	code
2e9db365e9	1	399	#/texts/398		code
57bf7fd916	1	400	#/texts/399	vector_search_manager = VectorSearchManager ( conf	code
e320c1cf70	1	401	#/texts/400		code
2d74d62391	1	402	#/texts/401	vector_search_manager . sync_index ()	code
19fc9a7bc4	1	403	#/texts/402	Notice that we use the	text
00979aba83	1	404	#/texts/403	get_widget	code
0a068c43ef	1	405	#/texts/404	function defined in the	text
a16bb5293b	1	406	#/texts/405	utils.common	code
5e086ba71b	1	407	#/texts/406	module. This helper is designed to retrieve parame	text
74655a8ebb	1	408	#/texts/407	from databricks.sdk.runtime import dbutils	code
749a804adf	1	409	#/texts/408		code
308251e60f	1	410	#/texts/409	def get_widget ( name : str , default : str | None	code
69a01ea81b	1	411	#/texts/410		code
229a268ad2	1	412	#/texts/411	:param name: Widget name.	code
a9a878bc07	1	413	#/texts/412		code
d95ecf7a53	1	414	#/texts/413	:param default: Default value if widget is not set	code
d68e92f342	1	415	#/texts/414		code
6eb88f4f32	1	416	#/texts/415	:return: Widget value or default.	code
c898fd9929	1	417	#/texts/416		code
c5ac62ad73	1	418	#/texts/417	\"\"\" try : return dbutils . widgets . get ( name ) 	code
fdaf5115e0	1	419	#/texts/418	We use this function across all our notebooks to e	text
6cd0d8ca66	1	420	#/texts/419	Agent deployment job	section_header
baf62758d9	1	421	#/texts/420	The agent deployment workflow consists of two stag	text
2dec66678a	1	422	#/texts/421	An interesting design choice we make here is to im	text
28655d96b9	1	423	#/texts/422	The trade-off is that, at the time of writing, tas	text
394d004259	1	424	#/texts/423	latest-model	code
db0853ca7f	1	425	#/texts/424	stage as a handoff mechanism.	text
05abbb3354	1	426	#/texts/425	In development environments, this approach can int	text
61abc807ce	1	427	#/texts/426	resources : jobs : log_register_agent_job : name :	code
2ef7a7ddb7	1	428	#/texts/427	Let's walk through the	text
b202a1a224	1	429	#/texts/428	log_register_agent.py	text
8084dabe9f	1	430	#/texts/429	notebook. Parameters such as	text
a1c92a0a61	1	431	#/texts/430	env	code
2a0b9b2fa0	1	432	#/texts/431	,	text
d67310955a	1	433	#/texts/432	git_sha	code
65cda18b73	1	434	#/texts/433	, and	text
46795ef7e0	1	435	#/texts/434	run_id	code
3897cf9275	1	436	#/texts/435	are passed to the task. The notebook first runs th	text
ff034be25f	1	437	#/texts/436	# Databricks notebook source	code
aacaec66ea	1	438	#/texts/437		code
7d6693d9af	1	439	#/texts/438	from databricks.sdk.runtime import dbutils	code
f667a4c469	1	440	#/texts/439		code
01bf494515	1	441	#/texts/440	from arxiv_curator.agent import log_register_agent	code
91db258a0f	1	442	#/texts/441		code
f4f26ece80	1	443	#/texts/442	from arxiv_curator.config import ProjectConfig	code
4948d29b00	1	444	#/texts/443		code
73fa0afc5d	1	445	#/texts/444	from arxiv_curator.evaluation import evaluate_agen	code
41f6c66ff4	1	446	#/texts/445		code
1bf89a350a	1	447	#/texts/446	from arxiv_curator.utils.common import get_widget	code
84e21646a7	1	448	#/texts/447		code
