element_id	page_no	position_in_page	self_ref	text50	label
0229f3ed89	1	82	#/texts/82	You can create an MLflow experiment by using the	text
ed9deba0af	1	83	#/texts/83	mlflow.create_experiment()	code
9e2b3fa105	1	84	#/texts/84	or	text
ac62d0b979	1	85	#/texts/85	mlflow.set_experiment()	code
fe048c68cb	1	86	#/texts/86	function. The	text
a0443708db	1	87	#/texts/87	mlflow.set_experiment()	code
c43cfc2b2e	1	88	#/texts/88	function will activate the existing experiment by 	text
8e0bce2323	1	89	#/texts/89	mlflow . set_experiment ( experiment_name = \"/Shar	code
7788b62c08	1	90	#/texts/90	You can add tags to your experiment by passing it 	text
f1c3a9cbd3	1	91	#/texts/91	mlflow. create_experiment()	code
fba8137e4d	1	92	#/texts/92	command, or if the experiment already exists, you 	text
bfad19c47c	1	93	#/texts/93	mlflow.set_experiment_tags()	code
4c28b4e737	1	94	#/texts/94	command after the experiment gets activated:	text
301299f76b	1	95	#/texts/95	mlflow . set_experiment_tags ( { \"repository_name\"	code
04d860c7fc	1	96	#/texts/96	You can then retrieve an experiment by its experim	text
1035cfb819	1	97	#/texts/97	mlflow.get_experiment()	code
1bab6bc133	1	98	#/texts/98	command as follows:	text
db7732843d	1	99	#/texts/99	mlflow . get_experiment ( experiment . experiment_	code
bfd37db344	1	100	#/texts/100	You can also search for the MLflow experiment by n	text
ca9932a103	1	101	#/texts/101	search_experiments()	code
5b527f6bc1	1	102	#/texts/102	function outputs a list of instances of an experim	text
395b442954	1	103	#/texts/103	experiment_id	code
cb6f8bf3a8	1	104	#/texts/104	, creation time, and artifact location, plus tags 	text
01c5c965ad	1	105	#/texts/105	experiments = mlflow . search_experiments ( filter	code
34dae4626e	1	106	#/texts/106		code
142b3fdf5d	1	107	#/texts/107	)	code
d2e08a699f	1	108	#/texts/108	You can also easily view how the class is construc	text
47cc2840b9	1	109	#/texts/109	import json	code
d865ec282e	1	110	#/texts/110		code
e92c8e8d0b	1	111	#/texts/111	import os	code
e2186179a8	1	112	#/texts/112		code
ed95d7483a	1	113	#/texts/113	if not os . path . exists ( \"../demo_artifacts\" ):	code
c5532063c8	1	114	#/texts/114		code
d13c6bcc9c	1	115	#/texts/115	with open ( \"../demo_artifacts/mlflow_experiment.j	code
d9ed260f2b	1	116	#/texts/116	Then, you visualize it with	text
a5a9850fb8	1	117	#/texts/117	JSON Lens	text
221f9db91b	1	118	#/texts/118	or a similar Visual Studio Code extension (see	text
ad8783cdb6	1	119	#/texts/119	Figure 3-1	text
c88e9760aa	1	120	#/texts/120	).	text
39d7cec28a	1	121	#/pictures/0	Diagram illustrating the attributes of the mlflow.	picture
be07448f07	1	122	#/texts/122	MLflow Run	section_header
524f0ccc7d	1	123	#/texts/123	We can create an MLflow run by running the	text
c256b45e75	1	124	#/texts/124	mlflow.start_run()	code
ac3b4c6d62	1	125	#/texts/125	command. Let's start a run and log some metrics an	text
9e50e23063	1	126	#/texts/126	with mlflow . start_run ( run_name = \"demo-run\" , 	code
2b6fb74fcb	1	127	#/texts/127		code
c23932662c	1	128	#/texts/128	) as run : mlflow . log_params ({ \"type\" : \"demo\" 	code
7285699ec3	1	129	#/texts/129	Note that we use the command within the	text
5ab113a72f	1	130	#/texts/130	with	code
d5400f3e4a	1	131	#/texts/131	block. If you didn't use it, you would have to run	text
04c30a4707	1	132	#/texts/132	mlflow.end_run()	code
861b01e6b9	1	133	#/texts/133	command to end the run. In this run, we logged a p	text
3530dc9be7	1	134	#/texts/134	We can retrieve the run by using the	text
1e74e40dd7	1	135	#/texts/135	mlflow.get_run()	code
3b4772d849	1	136	#/texts/136	command:	text
4b25c3fcf3	1	137	#/texts/137	run_info = mlflow . get_run ( run_id = run_id )	code
781b13832c	1	138	#/texts/138	You can easily visualize how the MLflow run class 	text
9a78e79f9d	1	139	#/texts/139	run_info_dict = run_info . to_dictionary ()	code
cb99b8eab7	1	140	#/texts/140		code
b1864541c8	1	141	#/texts/141	with open ( \"../demo_artifacts/run_info.json\" , \"w	code
b9ddd93cf2	1	142	#/texts/142	Then, visualize it with JSON Lens (see	text
459026b1a9	1	143	#/texts/143	Figure 3-2	text
681b5e75eb	1	144	#/texts/144	).	text
dbc9210741	1	145	#/pictures/1	Diagram showing the attributes of the `mlflow.enti	picture
9dfe26dd20	1	146	#/texts/146	We can access the logged metrics and parameters vi	text
800e612590	1	147	#/texts/147	run_info_dict [ \"data\" ][ \"metrics\" ]	code
ee013d7b85	1	148	#/texts/148		code
d02a0a9f13	1	149	#/texts/149	run_info_dict [ \"data\" ][ \"params\" ]	code
74790fd31d	1	150	#/texts/150	And we can also search for a run by using the	text
07c6c1882c	1	151	#/texts/151	mlflow.search_runs()	code
221f1b188a	1	152	#/texts/152	function:	text
63f7a99b9d	1	153	#/texts/153	from time import time	code
ccfd6ddd7f	1	154	#/texts/154		code
2b1c28515f	1	155	#/texts/155	time_hour_ago = int (( time () - 3600 ) * 1000 )	code
790dc0f9d2	1	156	#/texts/156		code
ea89167dc2	1	157	#/texts/157	runs = mlflow . search_runs ( search_all_experimen	code
da9aa8778c	1	158	#/texts/158		code
057370ac9e	1	159	#/texts/159	)	code
be38742f82	1	160	#/texts/160	The function supports complex string filtering, wh	text
2cfb7759d0	1	161	#/texts/161	We can also start the existing run again and log e	text
5ac8510a0a	1	162	#/texts/162	metric1	code
bfcb48b16f	1	163	#/texts/163	already exists and has a value of 1.0, we cannot a	text
55156bf1b0	1	164	#/texts/164	Let's start the run again and log some artifacts a	text
113abe042f	1	165	#/texts/165	mlflow . start_run ( run_id = run_id )	code
03d5430a56	1	166	#/texts/166		code
1fc94604c2	1	167	#/texts/167	for i in range ( 0 , 3 ): mlflow . log_metric ( ke	code
34d3a0ad58	1	168	#/texts/168		code
179fd485e1	1	169	#/texts/169	mlflow . log_artifact ( \"../demo_artifacts/mlflow_	code
4a131af0f1	1	170	#/texts/170		code
2e43b8ca29	1	171	#/texts/171	mlflow . log_text ( \"hello, MLflow!\" , \"hello.txt\"	code
bc633f3a9a	1	172	#/texts/172		code
5de28fa0b2	1	173	#/texts/173	mlflow . log_dict ({ \"k\" : \"v\" }, \"dict_example.js	code
fd577dba03	1	174	#/texts/174		code
b5d2a3791c	1	175	#/texts/175	mlflow . log_artifacts ( \"../demo_artifacts\" , art	code
1b3e6d3b35	1	176	#/texts/176	We can log metrics dynamically, like during each t	text
4173104b98	1	177	#/texts/177	mlflow.log_artifact()	code
8db7bbfeec	1	178	#/texts/178	command. To log a folder, we can use the	text
0f087abf8a	1	179	#/texts/179	mlflow.log_artifacts()	code
0f84c1ca9c	1	180	#/texts/180	function instead. We can also log text and a dicti	text
d2dd3b8917	1	181	#/texts/181	MLflow experiment tracking supports logging images	text
b858add242	1	182	#/texts/182	with	code
1e282ab1fd	1	183	#/texts/183	block, remember to end the run once you've finishe	text
c05b55be92	1	184	#/texts/184	import matplotlib.pyplot as plt	code
f1fd9c3fc9	1	185	#/texts/185		code
663f41efc7	1	186	#/texts/186	import numpy as np	code
295aebde68	1	187	#/texts/187		code
1d3809e1d9	1	188	#/texts/188	fig , ax = plt . subplots ()	code
afaa15a98b	1	189	#/texts/189		code
2e514608d1	1	190	#/texts/190	ax . plot ([ 0 , 1 ], [ 2 , 3 ])	code
37145fd880	1	191	#/texts/191		code
24d9ff203a	1	192	#/texts/192	mlflow . log_figure ( fig , \"figure.png\" )	code
4ffcec4085	1	193	#/texts/193		code
2650b67159	1	194	#/texts/194	for i in range ( 0 , 3 ): image = np . random . ra	code
9a214abf82	1	195	#/texts/195		code
58845a3562	1	196	#/texts/196	mlflow . end_run ()	code
e6b9cf960a	1	197	#/texts/197	At this point, we've covered the most important lo	text
37d36f1ee6	1	198	#/texts/198	First of all, we need to retrieve the artifact URI	text
f13b39103f	1	199	#/texts/199	load_dict()	code
3c2cdc1791	1	200	#/texts/200	,	text
54ec6a4478	1	201	#/texts/201	load_image()	code
980f81d472	1	202	#/texts/202	, and	text
6c27e236a7	1	203	#/texts/203	load_text()	code
fe5e60df50	1	204	#/texts/204	functions from the	text
e66de239b3	1	205	#/texts/205	mlflow. artifacts	code
a1823ec647	1	206	#/texts/206	module:	text
c1b3b2c675	1	207	#/texts/207	artifact_uri = runs . artifact_uri [ 0 ]	code
b652e2479d	1	208	#/texts/208		code
da625f6e33	1	209	#/texts/209	dict_example = mlflow . artifacts . load_dict ( f 	code
fec9a48fcc	1	210	#/texts/210		code
b1d7eb0284	1	211	#/texts/211	figure = mlflow . artifacts . load_image ( f \" { a	code
dd549c7add	1	212	#/texts/212		code
aa29d53422	1	213	#/texts/213	text = mlflow . artifacts . load_text ( f \" { arti	code
63794fc7a9	1	214	#/texts/214	Then, download artifacts using the	text
fbeaf2a858	1	215	#/texts/215	mlflow.artifacts.download_artifacts()	code
7581778a1b	1	216	#/texts/216	function:	text
3073ac19bc	1	217	#/texts/217	if not os . path . exists ( \"../downloaded_artifac	code
f15d36079d	1	218	#/texts/218		code
cbe6f5747b	1	219	#/texts/219	mlflow . artifacts . download_artifacts ( artifact	code
d179a0caa6	1	220	#/texts/220	Figure 3-3	text
25cc98cf66	1	221	#/texts/221	demonstrates all the logging and loading functiona	text
690ef961f0	1	222	#/pictures/2	Diagram illustrating the logging and loading funct	picture
d4e6bb871e	1	223	#/texts/223	All the logged information can be also found in th	text
d88531d52f	1	224	#/texts/224	Figure 3-4	text
0a5d73312f	1	225	#/texts/225	demonstrates the top-level overview of the run. Th	text
7169f17808	1	226	#/pictures/3	Screenshot of the UI showing the overview of a run	picture
d99b2581d1	1	227	#/texts/227	Another important function for experiment tracking	text
5972a64e1f	1	228	#/texts/228	mlflow.log_input()	code
f3c40d97d7	1	229	#/texts/229	. This feature improves traceability and reproduci	text
d4e099c533	1	230	#/texts/230	For certain model flavors, we can auto-log using t	text
b0d4d0ea78	1	231	#/texts/231	mlflow.<model_flavor>.autolog()	code
d417facc78	1	232	#/texts/232	command, which will store metrics and parameters f	text
74c3c0c589	1	233	#/texts/121	Diagram illustrating the attributes of the mlflow.	caption
304bf3ef0c	1	234	#/texts/145	Diagram showing the attributes of the `mlflow.enti	caption
d281a568eb	1	235	#/texts/222	Diagram illustrating the logging and loading funct	caption
a65d376c47	1	236	#/texts/226	Screenshot of the UI showing the overview of a run	caption
8a6f616a5f	1	237	#/texts/233	Training Data	title
2e9480ddfc	1	238	#/texts/234	Let's define how to split the data into the traini	text
3c8249ad33	1	239	#/texts/235	time-based splits	text
b6d6bc9f53	1	240	#/texts/236	, which means that we'll train on 12 months of dat	text
5317821ad0	1	241	#/texts/237	In general, whenever possible, you should use time	text
378f962317	1	242	#/texts/238	This works for datasets in which the timestamp of 	text
5b46799c4f	1	243	#/texts/239	data leakage	text
b049a6750e	1	244	#/texts/240	: IDs from the train set end up in the test set an	text
536441fef1	1	245	#/texts/241	Now, let's define a	text
1265dbf610	1	246	#/texts/242	DataLoader	code
e10c95085a	1	247	#/texts/243	class under the	text
eae0e38bed	1	248	#/texts/244	hotel_booking.data	code
1ed0267bca	1	249	#/texts/245	module:	text
8884570fbb	1	250	#/texts/246	from datetime import datetime , timedelta	code
eb50bbd60a	1	251	#/texts/247		code
1b495416c9	1	252	#/texts/248	import pandas as pd	code
d0c7914818	1	253	#/texts/249		code
b3c569be96	1	254	#/texts/250	from dateutil.relativedelta import relativedelta	code
eb15c152b2	1	255	#/texts/251		code
61830de998	1	256	#/texts/252	from pyspark.sql import SparkSession	code
0dda164636	1	257	#/texts/253		code
3aa39d2437	1	258	#/texts/254	from hotel_booking.config import ProjectConfig	code
a60f9132dd	1	259	#/texts/255		code
5d9b9cb507	1	260	#/texts/256	from hotel_booking.utils.common import get_delta_t	code
e63f963a3f	1	261	#/texts/257		code
2eb4596434	1	262	#/texts/258	class DataLoader : \"\"\"Loads, splits, and accesses 	code
655c43a6b7	1	263	#/texts/259		code
c6cfb057ef	1	264	#/texts/260	:param config: Project configuration containing ta	code
e89842c930	1	265	#/texts/261		code
6a6c58c68a	1	266	#/texts/262	:param spark: Active Spark session.	code
48812c4d5a	1	267	#/texts/263		code
7218be67f9	1	268	#/texts/264	\"\"\" self . cfg = config self . spark = spark	code
fee0ef25f2	1	269	#/texts/265	The split method outputs	text
f76ec5139b	1	270	#/texts/266	X_train	code
3106697142	1	271	#/texts/267	,	text
3b8d05bfe1	1	272	#/texts/268	y_train	code
c0583e96ad	1	273	#/texts/269	,	text
8f00fe6859	1	274	#/texts/270	X_test	code
6712d46a11	1	275	#/texts/271	, and	text
fa7b2a2847	1	276	#/texts/272	y_test	code
8075858d04	1	277	#/texts/273	, which belong to the right time period from the	text
ed0755163c	1	278	#/texts/274	hotel_booking	code
861f44464d	1	279	#/texts/275	table and are used further to train the model. The	text
c0b94eae24	1	280	#/texts/276	def split ( self , test_months : int = 1 , train_m	code
a7fbf36e6f	1	281	#/texts/277		code
ecbc7a0e8b	1	282	#/texts/278	) -> tuple [ pd . DataFrame , pd . Series , pd . D	code
096096d9a8	1	283	#/texts/279		code
5bc7dfa19d	1	284	#/texts/280	#Splits the dataset and loads it into pandas DataF	code
8444554279	1	285	#/texts/281		code
d8346d9a42	1	286	#/texts/282	:param test_months: Number of months for the test 	code
fda7135c29	1	287	#/texts/283		code
c5d19f3416	1	288	#/texts/284	:param train_months: Number of months for the trai	code
0f7c977958	1	289	#/texts/285		code
4759388722	1	290	#/texts/286	:param max_date: The maximum date for splitting. I	code
8164fcc567	1	291	#/texts/287		code
0598a50a12	1	292	#/texts/288	:param version: Optional Delta table version to qu	code
611305b26d	1	293	#/texts/289		code
c8cfc7d98a	1	294	#/texts/290	:return: A tuple (X_train, y_train, X_test, y_test	code
fabb5c1fdf	1	295	#/texts/291		code
841962c374	1	296	#/texts/292	\"\"\" self . train_query , self . test_query = self 	code
517a628734	1	297	#/texts/293	The split() method relies on	text
192abfc529	1	298	#/texts/294	generate_queries()	code
f2caac926c	1	299	#/texts/295	to construct queries for reading the training and 	text
793a24a2b2	1	300	#/texts/296	_get_start_end_dates()	code
fb3fa211c3	1	301	#/texts/297	using the provided period length and	text
6e71f611db	1	302	#/texts/298	max_date	code
1ea0f8cf81	1	303	#/texts/299	. If the	text
9ff660d073	1	304	#/texts/300	max_date	code
07f57761bb	1	305	#/texts/301	is not specified, the latest available date will b	text
795c61f6de	1	306	#/texts/302	hotel_booking	code
7a7ebf2de9	1	307	#/texts/303	table. Similarly, if no Delta table version is pro	text
636ca0e9cb	1	308	#/texts/304	def generate_queries ( self , test_months : int = 	code
77222d071b	1	309	#/texts/305		code
e2577bee47	1	310	#/texts/306	) -> tuple [ str , str ]: \"\"\"	code
788e729c3f	1	311	#/texts/307		code
c1301e2072	1	312	#/texts/308	#Generates SQL queries for the training and test s	code
df42a2a70d	1	313	#/texts/309		code
2d1b600851	1	314	#/texts/310	:param test_months: Number of months for the test 	code
bc7bde95de	1	315	#/texts/311		code
f5f7a0fc5c	1	316	#/texts/312	:param train_months: Number of months for the trai	code
c8f5948e68	1	317	#/texts/313		code
b527d2b92a	1	318	#/texts/314	:param max_date: The maximum date for splitting. I	code
d58f2a6e3f	1	319	#/texts/315		code
9898c8a114	1	320	#/texts/316	:param version: Optional Delta table version to qu	code
2e986bbd1e	1	321	#/texts/317		code
2129d91f91	1	322	#/texts/318	:return: A tuple containing the training and test 	code
d3b83873b1	1	323	#/texts/319		code
2e54290f51	1	324	#/texts/320	\"\"\" table_ref = f \" { self . cfg . catalog } . { s	code
ade2ee76a9	1	325	#/texts/321		code
4edd605e83	1	326	#/texts/322	SELECT * FROM { table_ref } VERSION AS OF { versio	code
7bd6ec4e8a	1	327	#/texts/323		code
997f5b80c9	1	328	#/texts/324	WHERE arrival_date BETWEEN DATE(' { train_start } 	code
8b8b8054ce	1	329	#/texts/325		code
7ae9850a92	1	330	#/texts/326	\"\"\" test_query = f \"\"\"	code
952954ea02	1	331	#/texts/327		code
0e4a1ba8ab	1	332	#/texts/328	SELECT * FROM { table_ref } VERSION AS OF { versio	code
b23c2a9c56	1	333	#/texts/329		code
c463ec1a9b	1	334	#/texts/330	WHERE arrival_date BETWEEN DATE(' { test_start } '	code
89eec77c13	1	335	#/texts/331		code
88d605873a	1	336	#/texts/332	\"\"\" return train_query , test_query	code
18ae8406e1	1	337	#/texts/333	We won't go into the implementation details of	text
8a4e35ff8b	1	338	#/texts/334	_get_start_end_dates()	code
b782665a6a	1	339	#/texts/335	and	text
c7c78ec4a0	1	340	#/texts/336	get_delta_table_version()	code
a5e6f42257	1	341	#/texts/337	from the common module here; refer to the code for	text
dbec6b5b9b	1	342	#/texts/338	Note	section_header
98d70d32c5	1	343	#/texts/339	Remember to set a proper retention period on the d	text
b51295e34c	1	344	#/texts/340	Notice that the split method uses PySpark to read 	text
f5611be1a0	1	345	#/texts/341	However, for large datasets, this conversion is no	text
c0ed90775e	1	346	#/texts/342	pyarrow	code
369f31a960	1	347	#/texts/343	and the	text
1557fa0c14	1	348	#/texts/344	deltalake	code
f1f628a3c6	1	349	#/texts/345	library, but that approach requires a more complex	text
f2993fff90	1	350	#/texts/346	Now, we need to load a training and validation set	text
eb6ca826b4	1	351	#/texts/347	chapter3_2.model_finetuning.py	code
bfd618db95	1	352	#/texts/348	notebook:	text
1cf5e5f0d4	1	353	#/texts/349	import os	code
24edf77686	1	354	#/texts/350		code
85d201ea35	1	355	#/texts/351	from datetime import datetime	code
e66a8e9003	1	356	#/texts/352		code
29bbc4d5dc	1	357	#/texts/353	import pandas as pd	code
b96c4e6877	1	358	#/texts/354		code
6992b82313	1	359	#/texts/355	from pyspark.sql import SparkSession	code
cebe161098	1	360	#/texts/356		code
5a266ee0be	1	361	#/texts/357	from hotel_booking.config import ProjectConfig	code
183637d5f7	1	362	#/texts/358		code
c23baafd46	1	363	#/texts/359	from hotel_booking.data.data_loader import DataLoa	code
8d291480cc	1	364	#/texts/360		code
ed18b8bf7a	1	365	#/texts/361	from hotel_booking.utils.common import set_mlflow_	code
6a30707545	1	366	#/texts/362		code
20917e0ff4	1	367	#/texts/363	set_mlflow_tracking_uri ()	code
26cbf0ba92	1	368	#/texts/364		code
d4daea4360	1	369	#/texts/365	cfg = ProjectConfig . from_yaml ( config_path = \".	code
9485acff09	1	370	#/texts/366		code
8872a57719	1	371	#/texts/367	spark = SparkSession . builder . getOrCreate ()	code
a7cee3574d	1	372	#/texts/368		code
332c68fb6e	1	373	#/texts/369	data_loader = DataLoader ( spark = spark , config 	code
11460134c7	1	374	#/texts/370		code
d0b798a1f5	1	375	#/texts/371	X_train , y_train , X_valid , y_valid = data_loade	code
428b9cbc76	1	376	#/texts/372		code
d33c05733c	1	377	#/texts/373	)	code
0b9f3655d4	1	378	#/texts/374	Now that we have loaded the data, let's see how we	text
4b04e50888	1	379	#/texts/375	Hyperparameter Tuning and Nested Runs	title
5b16d899dd	1	380	#/texts/376	Every ML project starts with setting a business pr	text
a8e95ab944	1	381	#/texts/377	There are several popular libraries for hyperparam	text
479281c9a2	1	382	#/texts/378	Hyperopt	text
8c346f6fcc	1	383	#/texts/379	,	text
3eff38ee2c	1	384	#/texts/380	Optuna	text
bc1632ab5d	1	385	#/texts/381	, and	text
ab12892486	1	386	#/texts/382	Ray Tune	text
09fb8b79ef	1	387	#/texts/383	. Historically, Hyperopt was the go-to solution, a	text
210edc8e43	1	388	#/texts/384	Today, it's important to distinguish between the o	text
0208fcec5f	1	389	#/texts/385	Tree-structured Parzen Estimator	text
0637ac9a94	1	390	#/texts/386	(TPE), while Ray Tune focuses on scalable and dist	text
3e557b736e	1	391	#/texts/387	In this chapter, we use Ray Tune together with Opt	text
7e653993b3	1	392	#/texts/388	MLflow nested runs are especially convenient for h	text
160c8614dd	1	393	#/texts/389	with mlflow . start_run ( run_name = \"top_level_ru	code
430f3c6454	1	394	#/texts/390	Next, let's demonstrate how we can use MLflow nest	text
eacbbf49c1	1	395	#/texts/391	chapter3_2.model_finetuning.py	text
0c1a9a1884	1	396	#/texts/392	notebook.	text
2ceb6e4555	1	397	#/texts/393	The	text
f12fde5476	1	398	#/texts/394	LightGBMModel	code
ade920a9d4	1	399	#/texts/395	class is defined in the	text
c544ee3c31	1	400	#/texts/396	models	code
d693335aba	1	401	#/texts/397	module of the	text
341086af71	1	402	#/texts/398	hotel_booking	code
de1172993b	1	403	#/texts/399	package:	text
388c208d9a	1	404	#/texts/400	from datetime import datetime	code
2ecbe521c7	1	405	#/texts/401		code
5b80d983be	1	406	#/texts/402	import mlflow	code
6746732335	1	407	#/texts/403		code
714af7c35e	1	408	#/texts/404	import pandas as pd	code
a133e5254a	1	409	#/texts/405		code
172007359c	1	410	#/texts/406	import pyspark	code
820a3d039c	1	411	#/texts/407		code
f22958e808	1	412	#/texts/408	from lightgbm import LGBMRegressor	code
fc3139b2c5	1	413	#/texts/409		code
4b1eaadb7e	1	414	#/texts/410	from loguru import logger	code
b875bc30d4	1	415	#/texts/411		code
9bc2806150	1	416	#/texts/412	from mlflow import MlflowClient	code
13ed232d7a	1	417	#/texts/413		code
365d34adea	1	418	#/texts/414	from mlflow.models import infer_signature	code
b6ca42666f	1	419	#/texts/415		code
4c321432a7	1	420	#/texts/416	from sklearn.base import BaseEstimator , Transform	code
1ad4742c1e	1	421	#/texts/417		code
4889b64a5a	1	422	#/texts/418	from sklearn.compose import ColumnTransformer	code
6801374131	1	423	#/texts/419		code
ffd4436ab3	1	424	#/texts/420	from sklearn.pipeline import Pipeline	code
386d3d1370	1	425	#/texts/421		code
7081367fbd	1	426	#/texts/422	from hotel_booking.config import ProjectConfig , T	code
fd478696c7	1	427	#/texts/423		code
085b40e6eb	1	428	#/texts/424	class LightGBMModel : \"\"\"A basic model class for h	code
7a7dade4c9	1	429	#/texts/425		code
fe16910864	1	430	#/texts/426	This class handles data loading, feature preparati	code
f833f2d3f6	1	431	#/texts/427		code
8565481fde	1	432	#/texts/428	model training, and MLflow logging.	code
5a3e49daed	1	433	#/texts/429		code
02cf153b45	1	434	#/texts/430	\"\"\" def __init__ ( self , config : ProjectConfig )	code
fd7a4622fd	1	435	#/texts/431	In the	text
8f15fcf4b1	1	436	#/texts/432	train	code
ef382e91f2	1	437	#/texts/433	method, we define a	text
c595496173	1	438	#/texts/434	sklearn	code
0c27530f6c	1	439	#/texts/435	pipeline that consists of two steps: encoding cate	text
6c086333b8	1	440	#/texts/436	CatToIntTransformer	code
b009f0a187	1	441	#/texts/437	and	text
fe1ef9654e	1	442	#/texts/438	LGBMRegeressor	code
20af4a28ef	1	443	#/texts/439	:	text
